Customer_ID,Customer_Name,Contact_Number,Email,City,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Years,Application_Date,Approval_Date,Disbursement_Date,Repayment_Status,Remarks
8744,Suman Singh Maurrya,1345867981,fsaini@example.org,Pune,Small Business Loan,367000,12.0,4,2020-04-18,2020-04-30,2020-05-01,Current,
8745,Lavanya Srivastav,+915956658905,advikanne@example.org,Medininagar,Small Business Loan,544000,12.0,4,2020-10-20,2020-10-27,2020-11-02,Current,
8746,Kuttyma Maurya,+911382576413,kmangat@example.com,Jamnagar,Commercial Vehicle Loan,977000,10.5,5,2021-11-27,2021-11-29,2021-12-04,Current,
8747,Raushan Raj Pratap,5652172434,bhattiarin@example.net,Bhubaneswar,Personal Loan,987000,14.0,4,2021-03-24,2021-04-03,2021-04-09,Overdue,Missed last payment
8748,Nitumoni Vishwakarma,4570389212,dkonda@example.net,Mango,Personal Loan,305000,14.0,2,2022-05-23,2022-05-31,2022-06-05,Closed,
8749,Arya Rao,4597820391,sathewidisha@example.org,Rajpur Sonarpur,Small Business Loan,804000,12.0,2,2022-07-21,2022-07-24,2022-07-30,Closed,
8750,Premalatha Rai,08610796737,yagneshbajaj@example.com,Raebareli,Commercial Vehicle Loan,882000,10.5,5,2021-01-10,2021-01-12,2021-01-13,Overdue,Account under review
8751,Krishana Seth,+916855151344,urmidevan@example.com,Raurkela Industrial Township,Small Business Loan,285000,12.0,5,2020-10-16,2020-10-27,2020-10-31,Overdue,Missed last payment
8752,Bela Seth,05167618048,anvi23@example.net,Durgapur,Commercial Vehicle Loan,589000,10.5,2,2021-08-22,2021-08-24,2021-08-28,Current,
8753,Binita Singh,1136557977,kantnathan@example.com,Jodhpur,Personal Loan,329000,14.0,2,2023-03-08,2023-03-13,2023-03-18,Current,
8754,Kirthi Vishwakarma,08335253802,fariqvirk@example.net,Chinsurah,Commercial Vehicle Loan,802000,10.5,3,2024-07-27,2024-08-07,2024-08-10,Overdue,Account under review
8755,Liji Sonkar,+911635534166,mahalfarhan@example.com,Gorakhpur,Gold Loan,861000,9.0,5,2021-02-17,2021-02-24,2021-02-25,Closed,
8756,Rudra Pratap Maurrya,3061929091,aadhya92@example.org,Jaunpur,Personal Loan,904000,14.0,3,2024-11-02,2024-11-03,2024-11-08,Closed,
8757,Bhuvaneswari Thakur,0732604838,kdugar@example.net,Serampore,Commercial Vehicle Loan,174000,10.5,1,2020-10-17,2020-10-21,2020-10-25,Current,
8758,Aswathy Pandey,+913803641095,zarnaganesan@example.net,Jamalpur,Small Business Loan,276000,12.0,1,2021-03-03,2021-03-13,2021-03-14,Overdue,Account under review
8759,Cutexx Maurya,2456385083,hritikborde@example.org,Dhanbad,Commercial Vehicle Loan,403000,10.5,5,2023-05-29,2023-06-01,2023-06-03,Current,
8760,Manimegalai Kumari,0435920091,varshasanghvi@example.org,Ajmer,Gold Loan,328000,9.0,3,2023-11-08,2023-11-21,2023-11-24,Overdue,Account under review
8761,Girishbhai Thakur,+910824216221,yashoda58@example.net,Serampore,Small Business Loan,298000,12.0,5,2020-07-13,2020-07-15,2020-07-18,Current,
8762,Ujal Pratap,03982905651,bhatiashivansh@example.com,Tumkur,Personal Loan,214000,14.0,2,2024-04-01,2024-04-02,2024-04-04,Current,
8763,Dhanishta Seth,06931570105,ikala@example.org,Ahmednagar,Small Business Loan,452000,12.0,1,2022-06-06,2022-06-18,2022-06-18,Current,
8764,Hyder Mishra,+912451684289,chakrabortytanvi@example.net,Khora ,Commercial Vehicle Loan,739000,10.5,3,2021-06-20,2021-07-04,2021-07-05,Closed,
8765,रानी Sonkar,+913502606991,kumeranamika@example.net,Dhanbad,Small Business Loan,247000,12.0,3,2020-06-21,2020-06-26,2020-07-02,Closed,
8766,Jeni Pandey,04058673930,bathbhavya@example.org,Jamnagar,Personal Loan,191000,14.0,1,2020-05-22,2020-05-31,2020-06-03,Closed,
8767,S H Divedi,+918064756825,daradominic@example.org,Tadipatri,Personal Loan,402000,14.0,2,2023-04-08,2023-04-22,2023-04-28,Overdue,Sent reminder notice
8768,Bikee Pandey,+919023748801,tiwaririya@example.org,Burhanpur,Small Business Loan,916000,12.0,1,2020-06-08,2020-06-19,2020-06-19,Overdue,Account under review
8769,Yogita Rai,0418367263,vdalia@example.com,Dehri,Commercial Vehicle Loan,990000,10.5,5,2021-02-28,2021-03-11,2021-03-11,Overdue,Account under review
8770,Subhashini Sonkar,01140500557,rajagopalanlavanya@example.net,Deoghar,Personal Loan,204000,14.0,3,2024-07-12,2024-07-18,2024-07-23,Current,
8771,Soeb Srivastav,2334692049,udant59@example.org,Kirari Suleman Nagar,Small Business Loan,857000,12.0,2,2021-11-29,2021-12-06,2021-12-08,Closed,
8772,Purushothama Gupta,05470619469,cmajumdar@example.net,Kumbakonam,Small Business Loan,177000,12.0,1,2020-03-11,2020-03-19,2020-03-24,Current,
8773,Utpal Rajput,+917658467993,zacharianilima@example.com,Sonipat,Small Business Loan,811000,12.0,5,2021-01-16,2021-01-16,2021-01-18,Closed,
8774,Sk Abdul Kumar,+914099513291,manan21@example.org,Rampur,Commercial Vehicle Loan,510000,10.5,5,2024-04-26,2024-05-03,2024-05-08,Overdue,Sent reminder notice
8775,Kalita Sonkar,08296314424,ijaya48@example.com,Allahabad,Personal Loan,134000,14.0,3,2020-12-11,2020-12-21,2020-12-26,Overdue,Account under review
8776,Bhuwan Vishwakarma,+913355660253,rachit48@example.com,Khammam,Small Business Loan,221000,12.0,1,2020-06-26,2020-07-04,2020-07-08,Closed,
8777,Satyajit Vishwakarma,04122155942,golerajata@example.net,Yamunanagar,Small Business Loan,124000,12.0,5,2024-05-11,2024-05-15,2024-05-21,Closed,
8778,Rakeshbhai Rai,01999532342,tripti42@example.net,Lucknow,Small Business Loan,248000,12.0,1,2021-04-12,2021-04-25,2021-04-25,Overdue,Sent reminder notice
8779,Minal Yadav,4245449260,ganeshurvi@example.org,Karimnagar,Personal Loan,221000,14.0,1,2024-01-05,2024-01-18,2024-01-23,Overdue,Missed last payment
8780,Kaniska Sonkar,+917415191427,yswaminathan@example.com,Malegaon,Personal Loan,323000,14.0,3,2024-11-03,2024-11-13,2024-11-14,Overdue,Account under review
8781,Abhishree Devi,+919071204977,rbal@example.org,Pali,Gold Loan,385000,9.0,4,2020-12-03,2020-12-08,2020-12-12,Overdue,Account under review
8782,Hare Krishna Gupta,06062551867,esinghal@example.com,Indore,Gold Loan,198000,9.0,2,2020-08-25,2020-09-01,2020-09-01,Overdue,Account under review
8783,Roshni Devi,+911018640566,qadimchaudry@example.org,Davanagere,Commercial Vehicle Loan,577000,10.5,2,2022-04-15,2022-04-18,2022-04-19,Overdue,Sent reminder notice
8784,Ashifa Rajput,8433509495,radhakrishnanazad@example.org,Jodhpur,Small Business Loan,764000,12.0,3,2021-12-10,2021-12-15,2021-12-20,Current,
8785,Rammurat Divedi,0630983801,golesanaya@example.com,Karaikudi,Gold Loan,229000,9.0,2,2020-10-15,2020-10-19,2020-10-23,Overdue,Sent reminder notice
8786,Anandh Tiwari,08297028896,ikuruvilla@example.org,Jamshedpur,Personal Loan,294000,14.0,2,2023-01-17,2023-01-25,2023-01-30,Overdue,Missed last payment
8787,Amala Gupta,8357437591,pshetty@example.org,Nellore,Gold Loan,705000,9.0,5,2022-04-17,2022-04-24,2022-04-26,Current,
8788,Richa Sonkar,+915297724904,hardiksamra@example.net,Kottayam,Gold Loan,181000,9.0,2,2020-07-03,2020-07-09,2020-07-13,Overdue,Account under review
8789,Sunul Yadav,+911338097106,sekhonamruta@example.org,Vijayanagaram,Gold Loan,141000,9.0,1,2022-10-26,2022-11-05,2022-11-05,Closed,
8790,Dharamnishth Divedi,+911890988517,maanas10@example.com,Amravati,Gold Loan,984000,9.0,1,2020-07-17,2020-07-17,2020-07-22,Overdue,Account under review
8791,Nunui Singh,1522985257,lpal@example.org,Thane,Small Business Loan,596000,12.0,5,2020-09-27,2020-09-29,2020-10-05,Current,
8792,Aanya Rajput,+917661916763,butalachatura@example.org,Nandyal,Commercial Vehicle Loan,918000,10.5,5,2020-12-17,2020-12-20,2020-12-20,Overdue,Sent reminder notice
8793,Vimal Kumar Maurrya,+917493729074,radhikahalder@example.net,Karnal,Gold Loan,887000,9.0,4,2024-04-05,2024-04-17,2024-04-21,Closed,
8794,Poran Gupta,+910621606656,vanshaprabhu@example.net,Pondicherry,Personal Loan,250000,14.0,2,2021-08-11,2021-08-19,2021-08-25,Overdue,Missed last payment
8795,Imran Khan Tiwari,+916580927013,charvikashyap@example.org,Bhimavaram,Personal Loan,158000,14.0,3,2022-05-06,2022-05-09,2022-05-13,Closed,
8796,Alagarsamy Pratap,06974860263,devbahri@example.com,Bhusawal,Commercial Vehicle Loan,971000,10.5,5,2023-12-22,2023-12-26,2023-12-29,Current,
8797,Ujal Divedi,+915315129457,vritti83@example.org,Deoghar,Gold Loan,170000,9.0,2,2023-11-01,2023-11-11,2023-11-16,Overdue,Account under review
8798,Ritanjali Seth,7893683850,lipika38@example.net,Tirupati,Small Business Loan,691000,12.0,2,2022-11-17,2022-11-29,2022-12-02,Closed,
8799,Ujwala Seth,00683838133,ekaja72@example.org,North Dumdum,Small Business Loan,127000,12.0,1,2020-05-05,2020-05-07,2020-05-07,Current,
8800,Debosmita Singh,9326667965,urishillashere@example.com,Bihar Sharif,Personal Loan,665000,14.0,4,2023-12-04,2023-12-06,2023-12-06,Overdue,Account under review
8801,Khyati Maurya,02387524475,abeer00@example.org,Jammu,Commercial Vehicle Loan,312000,10.5,4,2020-06-22,2020-06-24,2020-06-29,Closed,
8802,Hrishita Rai,09057514013,bhaktaridhi@example.net,Gandhidham,Small Business Loan,331000,12.0,1,2022-11-10,2022-11-22,2022-11-23,Current,
8803,Thiyagu Srivastav,+914876347344,upkaarhans@example.net,Gandhidham,Commercial Vehicle Loan,546000,10.5,1,2020-04-01,2020-04-02,2020-04-08,Closed,
8804,Krishna Prasad Sonkar,01750772117,aditya24@example.com,Anantapur,Gold Loan,888000,9.0,3,2023-10-18,2023-10-22,2023-10-25,Overdue,Missed last payment
8805,Sudhish Tiwari,09796984678,vihaanchada@example.net,Uluberia,Small Business Loan,546000,12.0,3,2022-06-25,2022-07-02,2022-07-05,Overdue,Missed last payment
8806,Ringku Maurrya,02391606300,nazarethmax@example.com,Davanagere,Personal Loan,905000,14.0,5,2022-09-04,2022-09-16,2022-09-17,Overdue,Sent reminder notice
8807,Arya Thakur,05764199882,hnadig@example.com,Hyderabad,Commercial Vehicle Loan,683000,10.5,1,2021-05-21,2021-05-22,2021-05-25,Current,
8808,Suryavanshi Maurrya,+910089153733,ubikaagarwal@example.org,Kumbakonam,Gold Loan,419000,9.0,5,2023-08-27,2023-08-30,2023-09-04,Current,
8809,Daval Tiwari,4595937081,dalbirdar@example.com,Allahabad,Gold Loan,428000,9.0,5,2024-06-22,2024-07-03,2024-07-04,Current,
8810,Nadan Maurrya,07440212565,vrittitripathi@example.org,Varanasi,Small Business Loan,769000,12.0,3,2024-12-19,2024-12-24,2024-12-24,Closed,
8811,Anusree Rai,+918341514088,chackorayaan@example.net,Meerut,Small Business Loan,681000,12.0,2,2024-04-25,2024-05-01,2024-05-03,Current,
8812,Raginee Sonkar,+913999255328,andratejas@example.org,Srikakulam,Gold Loan,789000,9.0,3,2022-07-16,2022-07-29,2022-07-29,Closed,
8813,Chanchareek Srivastav,3063353916,arjunvohra@example.org,Buxar,Small Business Loan,903000,12.0,2,2022-08-07,2022-08-16,2022-08-21,Overdue,Missed last payment
8814,Tulasiram Mishra,03610593839,qchatterjee@example.com,Kavali,Commercial Vehicle Loan,817000,10.5,2,2022-05-05,2022-05-19,2022-05-25,Overdue,Sent reminder notice
8815,Tank Vishwakarma,06402677974,zwarrior@example.org,Coimbatore,Commercial Vehicle Loan,158000,10.5,3,2020-09-29,2020-09-30,2020-10-01,Current,
8816,Safik Mishra,1482069787,nidra56@example.net,Narasaraopet,Personal Loan,257000,14.0,4,2023-02-02,2023-02-06,2023-02-11,Overdue,Missed last payment
8817,Rudraksh Singh,8941868056,khoslaprisha@example.net,Aurangabad,Small Business Loan,975000,12.0,2,2024-01-03,2024-01-17,2024-01-21,Closed,
8818,Rajashree Vishwakarma,+911646446256,sandhuzilmil@example.org,Tiruppur,Gold Loan,573000,9.0,4,2024-11-01,2024-11-13,2024-11-16,Overdue,Missed last payment
8819,Badmas Pratap,0373579460,aarnav83@example.net,New Delhi,Personal Loan,562000,14.0,2,2021-03-02,2021-03-04,2021-03-08,Closed,
8820,Sarala Vishwakarma,+913696772808,pallaomkaar@example.com,Kharagpur,Small Business Loan,975000,12.0,3,2021-03-30,2021-04-05,2021-04-09,Overdue,Sent reminder notice
8821,Irfana Thakur,+917724560676,utkarsh58@example.org,Unnao,Personal Loan,883000,14.0,4,2022-03-30,2022-04-01,2022-04-05,Closed,
8822,Prite Tiwari,03357485773,varsha82@example.com,Bhagalpur,Commercial Vehicle Loan,808000,10.5,3,2023-08-12,2023-08-23,2023-08-23,Current,
8823,Istekhar Tiwari,+919945298318,guptalipika@example.net,Vijayanagaram,Personal Loan,476000,14.0,2,2022-03-16,2022-03-26,2022-04-01,Current,
8824,Murmu Pratap,+918514434132,onkarsekhon@example.org,Kamarhati,Commercial Vehicle Loan,315000,10.5,2,2021-02-16,2021-03-01,2021-03-06,Current,
8825,Reba Devi,6929101902,vchandran@example.com,Hajipur,Gold Loan,639000,9.0,1,2020-03-16,2020-03-19,2020-03-21,Overdue,Account under review
8826,Sabeena Yadav,8275936134,lallamahika@example.net,Bhilai,Gold Loan,261000,9.0,2,2022-10-17,2022-10-29,2022-11-02,Closed,
8827,Norat Sonkar,01587382626,qgokhale@example.org,Chennai,Personal Loan,984000,14.0,1,2023-07-18,2023-07-20,2023-07-25,Overdue,Account under review
8828,Shahabaz Pandey,0836157413,vedikapatla@example.com,Kamarhati,Commercial Vehicle Loan,571000,10.5,4,2021-10-14,2021-10-18,2021-10-20,Current,
8829,Jashobanta Tiwari,+911119045535,fsom@example.com,Dehri,Personal Loan,862000,14.0,1,2023-07-05,2023-07-11,2023-07-12,Current,
8830,Ruchi Divedi,9408677867,gnori@example.net,Fatehpur,Small Business Loan,434000,12.0,2,2020-07-06,2020-07-20,2020-07-24,Overdue,Missed last payment
8831,Ravish Vishwakarma,+915107806513,manansood@example.org,Agra,Small Business Loan,563000,12.0,5,2021-08-12,2021-08-13,2021-08-19,Overdue,Account under review
8832,Sitara Singh,7375859034,rachitamani@example.net,Tenali,Small Business Loan,643000,12.0,4,2023-12-19,2023-12-19,2023-12-22,Overdue,Sent reminder notice
8833,Jyoshna Tiwari,6671807189,nagarajanchavvi@example.net,Muzaffarpur,Commercial Vehicle Loan,190000,10.5,3,2020-11-27,2020-12-02,2020-12-08,Current,
8834,Brishti Seth,06167836960,sidhupratyush@example.net,Tirunelveli,Personal Loan,949000,14.0,2,2023-12-06,2023-12-17,2023-12-23,Current,
8835,Antara Rao,+917252941061,palanfrederick@example.com,Kavali,Small Business Loan,305000,12.0,4,2022-09-28,2022-10-06,2022-10-10,Overdue,Account under review
8836,Suchismita Mishra,6083827952,vinaya24@example.com,Hospet,Commercial Vehicle Loan,213000,10.5,2,2024-07-21,2024-07-24,2024-07-30,Overdue,Missed last payment
8837,Aseema Kumari,+913527505651,bhavinibhattacharyya@example.net,Malegaon,Small Business Loan,326000,12.0,2,2021-02-05,2021-02-19,2021-02-23,Current,
8838,Bhunesh Vishwakarma,+911254209651,edora@example.com,Ichalkaranji,Gold Loan,857000,9.0,5,2022-06-06,2022-06-11,2022-06-13,Closed,
8839,Amul Rao,8083126674,kohlichaaya@example.org,Siwan,Commercial Vehicle Loan,676000,10.5,2,2023-07-07,2023-07-08,2023-07-11,Overdue,Missed last payment
8840,Jaffer Tiwari,1653120121,aarnakale@example.org,Guntakal,Gold Loan,716000,9.0,1,2022-12-19,2023-01-02,2023-01-04,Overdue,Sent reminder notice
8841,S J Rai,+915065226176,goelbrinda@example.com,Danapur,Small Business Loan,161000,12.0,5,2020-08-30,2020-09-13,2020-09-18,Overdue,Missed last payment
8842,Roshini Rai,6853502530,vedhika79@example.org,Fatehpur,Small Business Loan,718000,12.0,3,2021-09-23,2021-10-05,2021-10-08,Overdue,Account under review
8843,Ramsha Divedi,03576497624,hemal42@example.net,Jamnagar,Gold Loan,908000,9.0,3,2021-12-30,2022-01-09,2022-01-10,Current,
8844,Ajita Maurya,+916005478508,lkapur@example.com,Mysore,Commercial Vehicle Loan,795000,10.5,4,2020-07-21,2020-07-24,2020-07-25,Closed,
8845,Geetanjali Srivastav,+918328141768,saanvi04@example.org,Gudivada,Gold Loan,328000,9.0,2,2020-02-03,2020-02-05,2020-02-08,Current,
8846,Gajendr Seth,+910768054278,pdayal@example.net,Howrah,Small Business Loan,497000,12.0,3,2020-11-21,2020-11-27,2020-12-02,Overdue,Account under review
8847,Mushir Kumar,+912727535496,kapadiaayush@example.org,Ludhiana,Gold Loan,278000,9.0,3,2020-06-19,2020-06-25,2020-06-28,Current,
8848,Netu Divedi,01788063152,vbains@example.org,Rajpur Sonarpur,Commercial Vehicle Loan,772000,10.5,2,2020-03-30,2020-04-11,2020-04-17,Current,
8849,Sayli Yadav,1293782027,rushil41@example.org,Phagwara,Personal Loan,206000,14.0,4,2022-06-30,2022-07-09,2022-07-13,Current,
8850,Sasi Kumar Pratap,+919933753102,xalak32@example.net,Allahabad,Personal Loan,867000,14.0,5,2024-09-03,2024-09-17,2024-09-23,Closed,
8851,Suniya Rajput,6476033129,bhagatnandini@example.net,Saharanpur,Gold Loan,491000,9.0,2,2022-12-23,2022-12-23,2022-12-26,Closed,
8852,Jutika Tiwari,04873801900,chaudhurinidra@example.org,Purnia,Small Business Loan,568000,12.0,2,2021-05-22,2021-06-04,2021-06-10,Current,
8853,Vina Divedi,00941052241,ykhosla@example.net,Purnia,Commercial Vehicle Loan,230000,10.5,4,2020-02-16,2020-02-24,2020-02-24,Closed,
8854,Dipannita Gupta,7599866703,dayamaivaidya@example.org,Tezpur,Small Business Loan,794000,12.0,4,2020-03-22,2020-03-24,2020-03-30,Overdue,Missed last payment
8855,Gopal Chandra Singh,+916016246725,indrajitbalasubramanian@example.com,Jehanabad,Personal Loan,222000,14.0,1,2024-12-07,2024-12-08,2024-12-12,Current,
8856,Dilber Vishwakarma,+916947879005,ereddy@example.net,Machilipatnam,Personal Loan,979000,14.0,1,2021-07-12,2021-07-22,2021-07-24,Closed,
8857,Bhilangana Maurya,8391180609,cdeo@example.org,Burhanpur,Gold Loan,114000,9.0,5,2024-05-15,2024-05-26,2024-05-31,Current,
8858,Naha Rai,5995102459,ranbir00@example.org,Vasai-Virar,Small Business Loan,298000,12.0,4,2023-09-26,2023-10-05,2023-10-05,Current,
8859,Subod Maurrya,9012117509,aradhana95@example.org,Parbhani,Small Business Loan,786000,12.0,2,2023-02-02,2023-02-16,2023-02-22,Current,
8860,Chhavi Srivastav,9059681851,obhatia@example.com,Silchar,Small Business Loan,489000,12.0,3,2021-04-04,2021-04-17,2021-04-17,Closed,
8861,Nirupa Kumari,03431097982,virajmohanty@example.net,Patiala,Small Business Loan,901000,12.0,1,2023-10-15,2023-10-22,2023-10-23,Current,
8862,Premjeet Pandey,+914048823023,behlatharv@example.org,Panvel,Commercial Vehicle Loan,546000,10.5,3,2023-05-10,2023-05-22,2023-05-24,Closed,
8863,Subhash Yadav Sonkar,+917891738015,tellaharrison@example.net,Rampur,Small Business Loan,748000,12.0,1,2020-05-21,2020-05-22,2020-05-25,Overdue,Sent reminder notice
8864,Daddu Pandit,3472536254,ishaan50@example.com,Dhanbad,Gold Loan,535000,9.0,3,2020-10-03,2020-10-16,2020-10-17,Closed,
8865,Dilwar Gupta,4521851564,gsekhon@example.com,Dhule,Small Business Loan,186000,12.0,4,2024-05-28,2024-06-09,2024-06-15,Closed,
8866,Amitabha Pandit,02706627708,lkhanna@example.net,Indore,Gold Loan,188000,9.0,5,2020-05-21,2020-05-25,2020-05-25,Closed,
8867,Appas Yadav,2355344780,ridhikorpal@example.com,Jalandhar,Gold Loan,506000,9.0,4,2023-01-30,2023-02-06,2023-02-12,Overdue,Account under review
8868,Varshu Seth,04194841646,harini50@example.org,Gorakhpur,Small Business Loan,823000,12.0,5,2021-10-11,2021-10-16,2021-10-16,Closed,
8869,Panchami Seth,01277034787,pradhanfaris@example.org,Dharmavaram,Small Business Loan,920000,12.0,2,2022-09-19,2022-09-22,2022-09-25,Current,
8870,Ikbal Kumar,+915270367806,mitali74@example.org,Tiruvottiyur,Small Business Loan,923000,12.0,3,2020-07-19,2020-07-29,2020-08-04,Current,
8871,Chaudhary Maurrya,02028704299,bhasinurishilla@example.net,Rourkela,Small Business Loan,286000,12.0,2,2022-12-23,2023-01-02,2023-01-03,Current,
8872,Susanth Vishwakarma,3856557355,anyachauhan@example.net,Jorhat,Commercial Vehicle Loan,536000,10.5,2,2020-09-23,2020-09-25,2020-09-25,Closed,
8873,Alisha Yadav,09134258954,trivenidoshi@example.net,Kumbakonam,Personal Loan,418000,14.0,2,2024-10-08,2024-10-19,2024-10-25,Overdue,Sent reminder notice
8874,Mawii Srivastav,+911868892858,modyalexander@example.net,Karawal Nagar,Personal Loan,939000,14.0,2,2023-08-28,2023-09-06,2023-09-09,Closed,
8875,Mamoni Vishwakarma,+910767033141,ahujatarak@example.com,Navi Mumbai,Gold Loan,552000,9.0,2,2023-07-04,2023-07-08,2023-07-11,Closed,
8876,Ravindra Srivastav,1252078602,mkrish@example.net,Singrauli,Small Business Loan,885000,12.0,3,2024-08-20,2024-08-30,2024-08-31,Closed,
8877,Gurunath Vishwakarma,05841672813,vrittiwalla@example.org,Bellary,Small Business Loan,740000,12.0,4,2021-05-16,2021-05-28,2021-05-29,Overdue,Account under review
8878,Maroti Pandey,09307841069,jeevikajani@example.net,Bilaspur,Personal Loan,714000,14.0,1,2022-04-24,2022-04-25,2022-05-01,Overdue,Account under review
8879,Gabar Gupta,+912233063336,warriorjagdish@example.com,Aurangabad,Commercial Vehicle Loan,363000,10.5,4,2024-02-10,2024-02-13,2024-02-13,Closed,
8880,Ziyan Gupta,+914361180811,varughesechatura@example.org,Buxar,Small Business Loan,280000,12.0,4,2021-01-18,2021-01-19,2021-01-20,Overdue,Account under review
8881,Narayanlal Yadav,09648880953,aarnav04@example.net,Nandyal,Personal Loan,207000,14.0,2,2024-11-26,2024-12-04,2024-12-10,Closed,
8882,Kunti Srivastav,05974980918,ronith93@example.net,Pune,Personal Loan,126000,14.0,2,2024-11-19,2024-11-26,2024-11-26,Current,
8883,Ravindran Pratap,+913734559538,kamalaray@example.com,Sambhal,Commercial Vehicle Loan,713000,10.5,3,2023-07-30,2023-08-11,2023-08-14,Current,
8884,Lekha Seth,+915518703950,zroy@example.com,Karawal Nagar,Gold Loan,861000,9.0,2,2020-06-13,2020-06-26,2020-07-02,Closed,
8885,Jamirul Pandit,01522665775,rajagunbir@example.com,Sirsa,Small Business Loan,532000,12.0,2,2020-04-08,2020-04-18,2020-04-20,Closed,
8886,Rajani Vishwakarma,+915222359454,xalaksachdeva@example.com,Loni,Personal Loan,482000,14.0,4,2024-06-20,2024-06-26,2024-06-28,Current,
8887,Md Mustak Rai,08427978943,kevindate@example.net,Kanpur,Small Business Loan,616000,12.0,5,2021-02-12,2021-02-26,2021-03-02,Closed,
8888,Saty Sonkar,+914691035776,gparekh@example.org,Munger,Gold Loan,662000,9.0,2,2024-12-29,2025-01-04,2025-01-10,Closed,
8889,Srinadh Pandey,06939741417,deolmugdha@example.com,Bikaner,Commercial Vehicle Loan,806000,10.5,1,2023-11-03,2023-11-05,2023-11-07,Overdue,Missed last payment
8890,Shivnandan Rao,+911448897439,forumvarkey@example.net,Firozabad,Personal Loan,477000,14.0,4,2023-04-13,2023-04-15,2023-04-17,Current,
8891,Dechen Gupta,8635490489,bahlraghav@example.net,Kirari Suleman Nagar,Gold Loan,613000,9.0,2,2021-07-02,2021-07-06,2021-07-07,Current,
8892,Karunya Maurya,2916731386,urmioommen@example.net,Jaunpur,Small Business Loan,807000,12.0,3,2021-01-05,2021-01-15,2021-01-15,Closed,
8893,Parvati Singh,6790160031,aahana85@example.com,Bangalore,Commercial Vehicle Loan,143000,10.5,1,2023-10-23,2023-10-30,2023-10-31,Current,
8894,Kashish Yadav,+911235227061,aadianne@example.com,Purnia,Gold Loan,539000,9.0,2,2020-12-29,2020-12-29,2021-01-04,Overdue,Sent reminder notice
8895,Chitkala Gupta,8464552997,lbasak@example.com,Jalandhar,Small Business Loan,172000,12.0,5,2023-08-05,2023-08-09,2023-08-12,Current,
8896,Ajitesh Kumar,+910895864445,amritarout@example.com,Noida,Small Business Loan,436000,12.0,4,2022-06-03,2022-06-07,2022-06-09,Current,
8897,Jamuna Divedi,3117695075,waida80@example.com,Gorakhpur,Commercial Vehicle Loan,279000,10.5,1,2024-06-07,2024-06-21,2024-06-24,Overdue,Account under review
8898,Jency Sonkar,00471180599,daramekhala@example.org,Agra,Small Business Loan,908000,12.0,1,2024-12-02,2024-12-06,2024-12-09,Overdue,Missed last payment
8899,Rejabul Seth,1096465557,hredhaan78@example.com,Morbi,Small Business Loan,713000,12.0,1,2024-12-26,2025-01-07,2025-01-08,Closed,
8900,Brindaban Pandit,+912889492374,osarraf@example.org,Anantapuram,Commercial Vehicle Loan,888000,10.5,2,2022-02-22,2022-02-26,2022-02-26,Closed,
8901,Annya Sonkar,02015077639,siddharthpau@example.org,Kamarhati,Gold Loan,605000,9.0,3,2022-01-29,2022-02-02,2022-02-08,Overdue,Sent reminder notice
8902,Rosni Rajput,+913565849960,vsibal@example.org,Chapra,Personal Loan,449000,14.0,5,2020-07-01,2020-07-12,2020-07-17,Overdue,Sent reminder notice
8903,Drucilla Devi,07125437428,laksh85@example.com,Srikakulam,Gold Loan,659000,9.0,4,2023-11-15,2023-11-18,2023-11-18,Closed,
8904,Aaisha Srivastav,+912470525463,zashil03@example.com,Madanapalle,Commercial Vehicle Loan,848000,10.5,5,2023-11-29,2023-12-07,2023-12-08,Current,
8905,अजय कुमार Tiwari,+917399314779,abeer42@example.org,Rohtak,Personal Loan,284000,14.0,3,2021-03-01,2021-03-08,2021-03-08,Current,
8906,Dipannita Singh,1480833588,vritti46@example.org,Orai,Gold Loan,456000,9.0,3,2021-06-01,2021-06-09,2021-06-15,Overdue,Missed last payment
8907,Tarannum Singh,0158447537,keervarenya@example.org,Mau,Small Business Loan,888000,12.0,2,2023-06-22,2023-07-06,2023-07-07,Closed,
8908,Sudakar Rao,5534813871,kritikabumb@example.net,Siwan,Commercial Vehicle Loan,947000,10.5,1,2024-09-04,2024-09-07,2024-09-08,Overdue,Missed last payment
8909,Tamilselvi Devi,1982333976,ychaudhuri@example.net,Patna,Commercial Vehicle Loan,985000,10.5,4,2022-11-06,2022-11-12,2022-11-15,Overdue,Missed last payment
8910,Namit Divedi,4270032738,taklibni@example.org,Gandhinagar,Gold Loan,541000,9.0,5,2024-10-28,2024-11-05,2024-11-05,Current,
8911,Shahabuddin Seth,03824061219,senguptaindali@example.org,Giridih,Commercial Vehicle Loan,613000,10.5,3,2022-08-05,2022-08-07,2022-08-13,Overdue,Missed last payment
8912,Jahanvi Singh,01810662417,wyatt45@example.org,Sambhal,Small Business Loan,456000,12.0,3,2023-10-15,2023-10-15,2023-10-15,Closed,
8913,Vatan Gupta,+916508392503,tandonavi@example.org,Karnal,Small Business Loan,942000,12.0,5,2022-09-07,2022-09-14,2022-09-19,Current,
8914,Priya Singh Mishra,04408607931,mugdha12@example.net,Ulhasnagar,Commercial Vehicle Loan,577000,10.5,4,2024-08-10,2024-08-13,2024-08-16,Overdue,Account under review
